Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID
China	040	Consult or meet	Pakistan	1a0bfad275218941006e126c018a44b2	[8:28:30]	29375
China	045	Engage in mediation	Afghanistan	1a0bfad275218941006e126c018a44b2	[8:28:30]	29376
The United States	045	Engage in mediation	Pakistan	1a0bfad275218941006e126c018a44b2	[8:28:30]	29377
China	040	Consult or meet	Pakistan	1a0bfad275218941006e126c018a44b2	[10:35:38]	29378
China	040	Consult or meet	Afghanistan	1a0bfad275218941006e126c018a44b2	[10:35:38]	29379
The United States	040	Consult or meet	Afghanistan	1a0bfad275218941006e126c018a44b2	[10:35:38]	29380
India	040	Consult or meet	The United States	1a0bfad275218941006e126c018a44b2	[11:39:40]	29381
Ashraf Ghani	042	Make a visit	Iranian counterpart	5d03e05b23701d41dbb75056f49f440a	[1:0:3]	29382
U.S. Ambassador	042	Make a visit	Najib Miqati	ff69a0ae8ac61832b3fa905903c5ada5	[1:0:2]	29385
Benjamin Netanyahu	042	Make a visit	Polish Prime Minister Mateusz Morawiecki	0d7f5fe013e2343a0595250c4215c4fb	[4:11:15]	29386
Hamas delegation headed by Yehiya Sinwar	040	Consult or meet	Egyptian officials	cf3375a726ae2dc22f098808e85e1c77	[0:0:0]	29387
Hamas delegation headed by Yehiya Sinwar	042	Make a visit	Egyptian officials	cf3375a726ae2dc22f098808e85e1c77	[1:0:4]	29388
Vladimir Putin	040	Consult or meet	Binyamin Netanyahu	d109aec63ccc0eae7be3bb4f23752485	[2:5:8]	29395
Israel	040	Consult or meet	Putin	d109aec63ccc0eae7be3bb4f23752485	[7:21:22]	29396
Sedki Sobhi	043	Host a visit	Awad Ibn Oaf	82d11ec8c0797ee456cad1c980959126	[1:0:5]	29398
Army Chief of Staff Mahmoud Hegazy	043	Host a visit	senior Egyptian and Sudanese army officers	82d11ec8c0797ee456cad1c980959126	[2:6:8]	29399
President Michel Aoun	040	Consult or meet	Speaker Nabih Berri	41edb83c4f0a2b121e4b7360e4353372	[1:0:2]	29400
Lebanon	041	Discuss by telephone	Israel	41edb83c4f0a2b121e4b7360e4353372	[1:0:2]	29401
U.S. energy envoy Amon Hochstein	040	Consult or meet	Lebanon	41edb83c4f0a2b121e4b7360e4353372	[2:3:5]	29402
Ahmed Anter	043	Host a visit	Paulo Carreno	9c8631879fbe56d8c0dd38fda6d1ca30	[2:4:5]	29403
Paulo Carreno	042	Make a visit	Ahmed Anter	9c8631879fbe56d8c0dd38fda6d1ca30	[2:4:5]	29404
Ahmed el-Wakeel	043	Host a visit	Jose Octavio Tripp	9c8631879fbe56d8c0dd38fda6d1ca30	[2:4:5]	29405
Jose Octavio Tripp	042	Make a visit	Ahmed el-Wakeel	9c8631879fbe56d8c0dd38fda6d1ca30	[2:4:5]	29406
Ahmed Anter	044	Meet at a third location	Carlos Emilio Gonzalez	9c8631879fbe56d8c0dd38fda6d1ca30	[2:4:5]	29407
Carlos Emilio Gonzalez	044	Meet at a third location	Ahmed Anter	9c8631879fbe56d8c0dd38fda6d1ca30	[2:4:5]	29408
ultra-Orthodox and politicians	040	Consult or meet	Rabbi Gershon Edelstein	909b7689248d63e00b5ccd0d03cc5f3d	[1:0:2]	29413
Sudan	045	Engage in mediation	Ethiopia	1d4cb20cbd5a2328701665dd8399cc9b	[3:7:11]	29415
Sudan	045	Engage in mediation	The World Bank	1d4cb20cbd5a2328701665dd8399cc9b	[3:7:11]	29419
Ethiopia	045	Engage in mediation	The World Bank	1d4cb20cbd5a2328701665dd8399cc9b	[3:7:11]	29421
Lebanese army delegation	046	Engage in negotiation	Head of United Nations Interim Force in Lebanon (UNIFIL) Major General Stefano Del Col	49ff68409366ddda7cb3cadca89cdcf1	[1:0:1]	29422
Head of United Nations Interim Force in Lebanon (UNIFIL) Major General Stefano Del Col	046	Engage in negotiation	Lebanese army delegation	49ff68409366ddda7cb3cadca89cdcf1	[1:0:1]	29423
Lebanon	040	Consult or meet	Israel	49ff68409366ddda7cb3cadca89cdcf1	[5:14:17]	29424
Morsi	040	Consult or meet	Judge	f6adb9793c4870133b69e33bb3aeff94	[2:3:4]	29426
Imran Khan	042	Make a visit	China	0a14d3b0569c2797ec8baef19cc3e5c9	[2:5:7]	29428
Abdel Fattah Al-Sisi	042	Make a visit	Coptic Pope Tawadros II	ca249a0458c37c839da88f064f7e83f2	[1:0:3]	29437
Liam Fox	042	Make a visit	Cairo	5770edd92fe5d1279a90586fd0e4ac12	[2:4:7]	29444
UN Special Envoy for Yemen Martin Griffiths	042	Make a visit	Sana’a	25329ebc88caa7872c184636fc4442fd	[1:0:5]	29449
President Biden	040	Consult or meet	Iran officials	46d1c3512a51a95e26483119b97a5f7c	[1:0:3]	29458
Iranian President Ebrahim Raeisi	040	Consult or meet	Vladimir Putin	46d1c3512a51a95e26483119b97a5f7c	[8:22:24]	29460
Japan Prime Minister Shinzo Abe	046	Engage in negotiation	Former US President Donald Trump	e9ac21f41f837985c279dbaeee77472e	[1:0:3]	29461
Egypt's parliament speaker	040	Consult or meet	Romanian President	0b584feb9a2c79eeb74325800b4d3b0d	[0:0:0]	29470
Hanafy El-Gebaly	043	Host a visit	Romanian President Klaus Iohannis	0b584feb9a2c79eeb74325800b4d3b0d	[1:0:4]	29471
Hanafy El-Gebaly	043	Host a visit	Romanian President Klaus Iohannis	0b584feb9a2c79eeb74325800b4d3b0d	[2:5:10]	29472
Abdel Fattah Al-Sisi	042	Make a visit	Omar al-Bashir	e1aa64bf7a484f1c212102010d84f776	[1:0:3]	29474
Egyptian delegation	044	Meet at a third location	Delegations of Sudan	e1aa64bf7a484f1c212102010d84f776	[1:0:3]	29475
Yemeni human rights activists and journalists	044	Meet at a third location	Kamel Jendoubi	4a7ba0db5198e38de84d4b613f700124	[1:0:1]	29479
Reince Priebus	040	Consult or meet	FBI's deputy director	0f86b49bfda260851718c833c5dd5849	[1:0:2]	29481
Israel	040	Consult or meet	Arab countries	a5e346da2822d0048a372c0ff9487e3a	[2:6:9]	29482
Iranian Deputy Foreign Minister Seyed Abbas Araqchi	040	Consult or meet	Afghan officials	b6c65381b5e23da3a372313b1dd3de25	[3:6:8]	29483
Iranian Deputy Foreign Minister Seyed Abbas Araqchi	043	Host a visit	Afghan President Ashraf Ghani	b6c65381b5e23da3a372313b1dd3de25	[4:9:13]	29484
Yair Lapid	040	Consult or meet	Palestinian Authority General Intelligence chief Majed Faraj	368fe42d17b070ae4ad7c651655ea707	[1:0:2]	29486
Gantz	043	Host a visit	P.A. leader Mahmoud Abbas	368fe42d17b070ae4ad7c651655ea707	[4:9:13]	29487
Oman's Sultan Qaboos Bin Said	043	Host a visit	Binyamin Netanyahu	b10c9ca53afe1d7f022994f41d823a97	[2:4:7]	29490
Nikolay Mladenov	040	Consult or meet	The Palestinian leadership	41859d9531c75eee3d57fb59a935772d	[6:17:20]	29492
Egyptian Foreign Ministry	040	Consult or meet	Russian foreign and defence ministers	f65e083f7d5788f2bbf2296e442e7985	[0:0:0]	29493
Egyptian Foreign Ministry	040	Consult or meet	Russian foreign and defence ministers	f65e083f7d5788f2bbf2296e442e7985	[2:3:6]	29495
Makhdoom Shah Mahmood Qureshi	045	Engage in mediation	Saudi leaders	4c9a05967db71b2a0acbb0b4ba267691	[1:0:4]	29496
Makhdoom Shah Mahmood Qureshi	045	Engage in mediation	Iranian leaders	4c9a05967db71b2a0acbb0b4ba267691	[1:0:4]	29497
Imran Khan	045	Engage in mediation	President Hassan Rouhani	4c9a05967db71b2a0acbb0b4ba267691	[1:0:4]	29498
Zarif	040	Consult or meet	Pakistan	af6653586b1be57d102885720187a730	[0:0:0]	29504
Iran’s U.N. ambassador Javad Zarif	042	Make a visit	Imran Khan	af6653586b1be57d102885720187a730	[1:0:5]	29505
Iran’s U.N. ambassador Javad Zarif	042	Make a visit	Makhdoom Shah Mahmood Qureshi	af6653586b1be57d102885720187a730	[1:0:5]	29506
Iran’s U.N. ambassador Javad Zarif	042	Make a visit	Pakistan's National Assembly Speaker Asad Qaiser	af6653586b1be57d102885720187a730	[1:0:5]	29508
Iran’s U.N. ambassador Javad Zarif	042	Make a visit	Imran Khan	af6653586b1be57d102885720187a730	[2:6:9]	29509
US Ambassador David Hale	043	Host a visit	Tehmina Janjua	576ee1aa3cb766f884353331de99062a	[1:0:0]	29510
Tehmina Janjua	043	Host a visit	US Ambassador David Hale	576ee1aa3cb766f884353331de99062a	[1:0:0]	29511
Palestinian Authority chief Mahmoud Abbas	041	Discuss by telephone	Vladimir Putin	8385369e9144c497bd3e34545d63b126	[1:0:4]	29512
IDF	040	Consult or meet	IDF chief of staff	9c0913e07bd7543aa32cb41de827df22	[2:3:4]	29518
King Abdullah II	042	Make a visit	Palestinian Authority chief Mahmoud Abbas	606c20b378ff678a7ac415547c264f3f	[1:0:3]	29524
Palestinian Authority chief Mahmoud Abbas	043	Host a visit	King Abdullah II	606c20b378ff678a7ac415547c264f3f	[1:0:3]	29525
Paul Manafort	040	Consult or meet	House intel panel	cf9480e92360e600e4a6419a9c059fb1	[0:0:0]	29526
President Hassan Rouhani	040	Consult or meet	Supreme Leader Ayatollah Ali Khamenei	8b4edc27b82bd0b0bbbd19acbab21519	[2:4:9]	29528
German Foreign Minister	040	Consult or meet	Josef Schuster	d698a74e969117ba0363dd9227913b45	[2:3:7]	29529
Josef Schuster	040	Consult or meet	German Foreign Minister	d698a74e969117ba0363dd9227913b45	[2:3:7]	29530
Rabbi Aryeh Deri	042	Make a visit	IDF	9dcb6283f05c66c6b5eefa0529eecda7	[1:0:3]	29531
Donald Trump	043	Host a visit	Benjamin Netanyahu	9dcb6283f05c66c6b5eefa0529eecda7	[3:5:5]	29532
Donald Trump	043	Host a visit	Gantz	9dcb6283f05c66c6b5eefa0529eecda7	[3:5:5]	29533
Kutesa	043	Host a visit	Shoukry	7243a6083ded2baa93b6a8e331dd551d	[2:4:6]	29535
Iran's Foreign Minister	040	Consult or meet	Pakistan	87e889c3ac2b09c4ad9687bde8c57da4	[0:0:0]	29536
Abdel Fattah Al-Sisi	042	Make a visit	Belarus President Alexander Lukashenko	61fc22aa7408e9a76acae3edd02d09ff	[1:0:1]	29538
Abdel Fattah Al-Sisi	042	Make a visit	Belarus Prime Minister Siarhiej Rumas	61fc22aa7408e9a76acae3edd02d09ff	[1:0:1]	29539
U.N. envoy	042	Make a visit	Houthi rebels	b3bdfa77cfb484a5a168b7a5a571f0c7	[1:0:2]	29540
Houthi rebels	044	Meet at a third location	U.N. envoy	b3bdfa77cfb484a5a168b7a5a571f0c7	[1:0:2]	29541
Iran’s U.N. ambassador Javad Zarif	042	Make a visit	Govt	92bcde18d81b37ab3a28fade5437f262	[1:0:5]	29547
Imran Khan	042	Make a visit	Kingdom of Saudi Arabia	6844ce9f94efcbd37b409a620e70ad6d	[1:0:0]	29548
Chief of Army Staff (COAS) General Qamar Javed Bajwa	043	Host a visit	Senate Committee of the Whole House	880905c8b1236d9b9b02434283e5cf9d	[1:0:0]	29559
Inter-Services Intelligence chief	043	Host a visit	Senate Committee of the Whole House	880905c8b1236d9b9b02434283e5cf9d	[1:0:0]	29560
DGMO	043	Host a visit	Senate Committee of the Whole House	880905c8b1236d9b9b02434283e5cf9d	[1:0:0]	29561
Pakistan	040	Consult or meet	China	557800a9e433a747e1c46bd1a4cfa81c	[6:12:12]	29572
French President Emmanuel Macron	043	Host a visit	Congolese President Felix Tshisekedi	0620fb18d292d89c808e38dd85cc27cf	[1:0:4]	29573
French President Emmanuel Macron	043	Host a visit	African leaders	0620fb18d292d89c808e38dd85cc27cf	[1:0:4]	29574
Binyamin Netanyahu	040	Consult or meet	US Biden administration	386fc299fba076cd56333b83d046bd7a	[2:1:1]	29575
Israeli Prime Minister	040	Consult or meet	President-elect Joe Biden	386fc299fba076cd56333b83d046bd7a	[10:9:9]	29576
Taliban	044	Meet at a third location	The United States	826f949deea9f9598446c62e8c954010	[2:4:7]	29579
Taliban	040	Consult or meet	Pakistan	826f949deea9f9598446c62e8c954010	[2:4:7]	29580
Iran foreign minister	040	Consult or meet	Pakistan	6c7c98780c893f6e43b9163f5642a45b	[0:0:0]	29583
Oman's Sultan Qaboos Bin Said	041	Discuss by telephone	U.S. Secretary of State Mike Pompeo	6c7c98780c893f6e43b9163f5642a45b	[7:19:21]	29586
Maryam Al-Sadiq Al-Mahdi	1834	Carry out location bombing	Egypt counterpart Sameh Shoukry	7d42f266637a55afd3e835afbe9f150b	[2:4:7]	29587
Egypt counterpart Sameh Shoukry	043	Host a visit	Maryam Al-Sadiq Al-Mahdi	7d42f266637a55afd3e835afbe9f150b	[2:4:7]	29588
Khawaja Muhammad Asif	040	Consult or meet	U.S	6c69ec9268f22f846d23db6cf731187b	[3:7:9]	29592
Pakistan	040	Consult or meet	India	6c69ec9268f22f846d23db6cf731187b	[5:13:18]	29594
Khawaja Muhammad Asif	042	Make a visit	Chinese State Councillor Yang Jiechi	6c69ec9268f22f846d23db6cf731187b	[6:19:20]	29595
Khawaja Muhammad Asif	042	Make a visit	Foreign Minister Wang Yi	6c69ec9268f22f846d23db6cf731187b	[6:19:20]	29596
U.S. Ambassador	044	Meet at a third location	Benjamin Netanyahu	25415a4311deb53b8732551329134f06	[1:0:3]	29599
Benjamin Netanyahu	043	Host a visit	U.S. Ambassador	25415a4311deb53b8732551329134f06	[1:0:3]	29600
U.S. Ambassador David Friedman	040	Consult or meet	Benjamin Netanyahu	25415a4311deb53b8732551329134f06	[1:0:3]	29601
Benjamin Netanyahu	1056	Demand de-escalation of military engagement	U.S. Ambassador David Friedman	25415a4311deb53b8732551329134f06	[1:0:3]	29602
Ron Dermer	040	Consult or meet	Benjamin Netanyahu	25415a4311deb53b8732551329134f06	[1:0:3]	29603
Benjamin Netanyahu	043	Host a visit	Ron Dermer	25415a4311deb53b8732551329134f06	[1:0:3]	29604
Lt Gen (retd) Nasser Janjua	042	Make a visit	Iran's supreme leader aide Ali Shamkhani	bd70edddf7b6d67ce92cd95acee2fb7b	[1:0:0]	29608
Egyptian Ambassador	043	Host a visit	Chief of Army Staff (COAS) General Qamar Javed Bajwa	9a9439c55f803716e84df321b46b8dc4	[2:6:10]	29611
UK Foreign Secretary Jeremy Hunt	044	Meet at a third location	US Secretary of State Mike Pompeo	14d0aff505bca24bfb87e1e039db1360	[2:4:6]	29614
Israeli Defence Minister Naftali Bennet	044	Meet at a third location	Binyamin Netanyahu	c6e555fe909a1ebfd4f787b8adac42e7	[1:0:4]	29617
Israeli Defence Minister Naftali Bennet	044	Meet at a third location	Benny Gantz	c6e555fe909a1ebfd4f787b8adac42e7	[1:0:4]	29618
South Korean delegation	042	Make a visit	Iranian authorities	fee8bb336382e6a1f4a4288b92ccee82	[2:4:8]	29619
Seoul	046	Engage in negotiation	Tehran	fee8bb336382e6a1f4a4288b92ccee82	[4:13:15]	29620
Abdel Fattah Al-Sisi	044	Meet at a third location	French President Emmanuel Macron	0412e79d85b492878e1729b35060c1e5	[1:0:4]	29624
Armenia	040	Consult or meet	Russia	bbadaa0c5b5d629957d5c9523601eca2	[1:0:3]	29630
Azerbaijan	040	Consult or meet	Russia	bbadaa0c5b5d629957d5c9523601eca2	[1:0:3]	29631
Zohrab Mnatsakanyan	044	Meet at a third location	Minsk Group co-chairs	bbadaa0c5b5d629957d5c9523601eca2	[5:17:20]	29632
UAE FM	040	Consult or meet	Benjamin Netanyahu	e0ac24a0d2a295df141ac099e4fd1775	[0:0:0]	29633
Abdel Fattah Al-Sisi	042	Make a visit	city of Aden	d724859d3ed8707d850df9bf5539b4ac	[6:21:24]	29635
Foreign Minister Ayman Safadi	042	Make a visit	Saeb Erekat	e9bc5cce7b0766494d39cd1c9a90ecae	[1:0:2]	29640
Saeb Erekat	042	Make a visit	Foreign Minister Ayman Safadi	e9bc5cce7b0766494d39cd1c9a90ecae	[1:0:2]	29641
Antony Blinken	0311	Express intent to cooperate economically	European Allies	9155ac46ccde70a5d7b6b6b7db447725	[1:0:4]	29646
Pakistan's foreign minister	042	Make a visit	Regional players	15b1cf2efc678ea550686420faf03713	[5:9:10]	29649
Abdel Fattah Al-Sisi	043	Host a visit	Abdel Fattah Al-Sisi	4431944a01dec6f776dc588053178c3e	[1:0:4]	29652
Zalmay Khalilzad	046	Engage in negotiation	Regional powers	7608f9a5501d487d95d64d4d42847783	[2:6:9]	29653
Yoav Mordechai	042	Make a visit	Economic workshop	e5c66b321a8573f28bd92b8ed7e16a91	[3:7:8]	29655
Ministerial Committee for Holy Places	043	Host a visit	Economic Authorities	88da8220b9b0a4d68a3a4ceabb309970	[3:8:11]	29657
The United States	046	Engage in negotiation	Taliban	9a35ff38b68b25ce7be558b21b668721	[3:8:12]	29658
Benjamin Netanyahu	043	Host a visit	U.S. Ambassador David Friedman	ef579be64a1ad2d5d8a615ac280cabe0	[4:10:14]	29665
Polish Foreign Minister Jacek Czaputowicz	042	Make a visit	Hungary foreign minister	af8c52affec889741b96668444399bd4	[1:0:2]	29669
Algeria	043	Host a visit	Libyan	f8a9fac6966600969d3af91370204e94	[0:0:0]	29673
Germany's Foreign Minister Heiko Maas	044	Meet at a third location	Libya	f8a9fac6966600969d3af91370204e94	[1:0:4]	29675
Rafael Grossi	0311	Express intent to cooperate economically	Head of Iran’s atomic energy organization Mohammad Eslami	02cdd9089cf31961cb61bfc3920c1225	[1:0:1]	29678
Makhdoom Shah Mahmood Qureshi	041	Discuss by telephone	Indian counterpart Sushma Swaraj	5bb54d6fea69a08a176302f5ac868396	[3:7:9]	29680
Iranian President Ebrahim Raeisi	043	Host a visit	Ambassadors from European countries	3f61347f3ba87aa2540bc08bb067d7ef	[1:0:4]	29684
US Energy Secretary Rick Perry	042	Make a visit	Moscow	b23e1edb15c140548c68aeaedb11a32b	[3:6:6]	29685
Algeria	040	Consult or meet	Jordan	2a04a0a218b0981b7a201c988c62819d	[0:0:0]	29686
Abdel Fattah Al-Sisi	041	Discuss by telephone	Ayman Safadi	2a04a0a218b0981b7a201c988c62819d	[1:0:4]	29687
Germany's foreign ministry	0311	Express intent to cooperate economically	Richard Allen Grenell	89073c17e6a943066a644030973b612a	[3:8:11]	29688
Iran’s FM Javad Zarif	040	Consult or meet	Sweden	a335d7584fcb1f0868f32c83d1052941	[0:0:0]	29689
Indian commerce ministry officials	046	Engage in negotiation	US trade representatives	d2e172c49bbeee892c995c57c1099277	[1:0:2]	29690
EU Energy Commissioner Miguel Arias Cañete	042	Make a visit	Abdel Fattah Al-Sisi	5f7574409948dbf537d6b1f5b1270801	[1:0:3]	29691
EU Energy Commissioner Miguel Arias Cañete	042	Make a visit	Sherif Ismail	5f7574409948dbf537d6b1f5b1270801	[3:8:11]	29692
Niels Annen	042	Make a visit	Govt	0e5263a847b0994b3cb319347d1ddfd1	[2:3:6]	29695
Egyptian government	046	Engage in negotiation	Brazilian government	c42917c2a346bf650a4c1f796cdcdbfd	[1:0:2]	29696
Iran negotiator Ali Bagheri	1834	Carry out location bombing	Enrique Mora	ac301471112eec994cd27aa6d44befdd	[2:3:6]	29701
Iran negotiator Ali Bagheri	044	Meet at a third location	head of the Russian delegation Mikhail Ulyanov	ac301471112eec994cd27aa6d44befdd	[2:3:6]	29702
Russia foreign minister Sergei Lavrov	041	Discuss by telephone	Iran foreign minister	ac301471112eec994cd27aa6d44befdd	[5:14:17]	29704
Imran Khan	045	Engage in mediation	President Hassan Rouhani	0738c41a5bef436e79f0565352dcd679	[4:7:9]	29705
Imran Khan	0311	Express intent to cooperate economically	President Hassan Rouhani	0738c41a5bef436e79f0565352dcd679	[5:10:12]	29706
Pakistan	043	Host a visit	Italian Prime Minister Renzi	0738c41a5bef436e79f0565352dcd679	[6:13:16]	29707
Pakistan	043	Host a visit	Italian Prime Minister Renzi	0738c41a5bef436e79f0565352dcd679	[7:17:20]	29708
Abdel Moneim el-Tarass	0311	Express intent to cooperate economically	Péter Kveck	e0ef70354386cbd69a45b4e2a90b8f21	[1:0:2]	29711
Abdel Moneim el-Tarass	043	Host a visit	Joerg Bauer	e0ef70354386cbd69a45b4e2a90b8f21	[1:0:2]	29712
G7 Summit	044	Meet at a third location	The United States	da664928b3d295819f32f59f524d3a20	[1:0:2]	29714
Angela Merkel	044	Meet at a third location	U.S. President Donald Trump	da664928b3d295819f32f59f524d3a20	[1:0:2]	29715
U.S. President Donald Trump	044	Meet at a third location	Canada's Prime Minister Justin Trudeau	da664928b3d295819f32f59f524d3a20	[1:0:2]	29716
Canada's Prime Minister Justin Trudeau	044	Meet at a third location	French President Emmanuel Macron	da664928b3d295819f32f59f524d3a20	[1:0:2]	29717
French President Emmanuel Macron	044	Meet at a third location	U.S. President Donald Trump	da664928b3d295819f32f59f524d3a20	[1:0:2]	29718
U.S. President Donald Trump	042	Make a visit	French President Emmanuel Macron	da664928b3d295819f32f59f524d3a20	[2:3:6]	29719
Afghan president's special envoy	040	Consult or meet	Shah Mahmood Qureshi	10065207128e0ec4099325d67e3554c3	[0:0:0]	29720
Shah Mahmood Qureshi	043	Host a visit	Umer Daudzai	10065207128e0ec4099325d67e3554c3	[1:0:1]	29721
Iranian diplomats	041	Discuss by telephone	US Biden administration	d5e13c9e503cb9cf954a92a9fd500ef8	[3:7:10]	29727
US Biden administration	041	Discuss by telephone	Iranian diplomats	d5e13c9e503cb9cf954a92a9fd500ef8	[3:7:10]	29728
Yossi Cohen	042	Make a visit	US Biden administration	d5e13c9e503cb9cf954a92a9fd500ef8	[4:11:13]	29729
US Biden administration	042	Make a visit	Yossi Cohen	d5e13c9e503cb9cf954a92a9fd500ef8	[4:11:13]	29730
Israel	040	Consult or meet	Russia	2fe3de28607385b229212224714130b0	[4:8:12]	29731
Gina Haspel	040	Consult or meet	Palestinian Authority chief Mahmoud Abbas	7ff680530dc4d055919c5c671b71f829	[3:7:9]	29732
Ali Shamhani	042	Make a visit	Pakistan National Security Adviser	abecb5f1d3638646471e1ceabbf7c0e2	[1:0:0]	29733
Javad Zarif	042	Make a visit	Imran Khan	c4006c0eb744ab3757f32cfc7f17a148	[1:0:0]	29737
Javad Zarif	042	Make a visit	Makhdoom Shah Mahmood Qureshi	c4006c0eb744ab3757f32cfc7f17a148	[1:0:0]	29738
Police	040	Consult or meet	Officials	920d27df3393c85642ab5bfffcfe81a8	[1:0:3]	29748
Yoav Kisch	040	Consult or meet	Yuli Edelstein	1d24d46a967df46dce79978fd914c835	[1:0:4]	29750
Abdel Fattah Al-Sisi	043	Host a visit	South Sudanese presidential envoy Tut Galwak	cbfb722ac139bf065b534439c3f4048e	[1:0:3]	29755
US special envoy Hady Amr	040	Consult or meet	Israel	6aaaf57a939a9ddc1aa391990fba87d4	[0:0:0]	29757
Iran's Foreign Minister	040	Consult or meet	Pakistan	1a8ca94b1cc0cb145cb6d9b94578412d	[0:0:0]	29759
Iran’s U.N. ambassador Javad Zarif	042	Make a visit	Makhdoom Shah Mahmood Qureshi	1a8ca94b1cc0cb145cb6d9b94578412d	[2:3:5]	29760
Iran’s U.N. ambassador Javad Zarif	042	Make a visit	Imran Khan	1a8ca94b1cc0cb145cb6d9b94578412d	[2:3:5]	29761
Sultan Qaboos bin Said	040	Consult or meet	U.S. Secretary of State Mike Pompeo	1a8ca94b1cc0cb145cb6d9b94578412d	[7:19:21]	29762
Iran’s U.N. ambassador Javad Zarif	1721	Impose restrictions on political freedoms	Makhdoom Shah Mahmood Qureshi	1a8ca94b1cc0cb145cb6d9b94578412d	[10:29:30]	29763
Morocco economy official	040	Consult or meet	Manama conference	9bae62b05f7c0493e3e561512f17206e	[0:0:0]	29765
Israel	040	Consult or meet	Lebanon	b1d96fb3a8441517a89621d8e7dbc2c7	[0:0:0]	29767
UN forces	040	Consult or meet	Lebanon	b1d96fb3a8441517a89621d8e7dbc2c7	[0:0:0]	29768
Israel	040	Consult or meet	UN forces	b1d96fb3a8441517a89621d8e7dbc2c7	[0:0:0]	29769
